"Probes"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"chr"	"pos"	"strand"	"Type"	"Relation_to_Island"	"UCSC_RefGene_Name"	"UCSC_RefGene_Accession"	"UCSC_RefGene_Group"	"Regulatory_Feature_Group"
"cg01940753"	-0.555701551822997	-3.3003014832643	-4.74635076101504	0.000562471026841944	0.0404675218647889	0.00408122678136191	"chr15"	81069622	"+"	"II"	"N_Shore"	""	""	""	"Unclassified"
"cg01947415"	0.707811993093363	-3.68934572233203	4.98155888267187	0.000383878095772944	0.0336909523762299	0.376315680992665	"chr7"	913107	"-"	"II"	"N_Shelf"	"UNC84A"	"NM_001130965;NM_025154"	"3'UTR"	"Unclassified"
"cg01948128"	0.62103362620643	-0.352435737547028	5.75955665792429	0.000114694663042606	0.0185112106926782	1.54707563595937	"chr14"	77356547	"+"	"II"	"OpenSea"	""	""	""	""
"cg01950163"	0.768162056093184	1.29203065331414	6.39630363507527	4.54468042461004e-05	0.0112670158761878	2.43443771782538	"chr18"	55786098	"-"	"II"	"OpenSea"	"NEDD4L"	"NM_015277;NM_001243960;NM_001144967;NM_001144964"	"Body"	""
"cg01951815"	-0.669463253219793	2.3356841171981	-4.51374794692772	0.000826829877805679	0.0483426018069329	-0.371882116375067	"chr8"	28905017	"-"	"II"	"OpenSea"	"HMBOX1"	"NM_024567;NM_001135726"	"Body"	""
"cg01952012"	0.660816321154968	-1.4384401187391	5.08714131649847	0.000324199812503916	0.0311738325882296	0.540712686856972	"chr13"	42851862	"-"	"II"	"OpenSea"	"AKAP11"	"NM_016248"	"5'UTR"	""
"cg01953622"	0.72519535913079	-2.58166838491144	5.67276310716345	0.000130687157751356	0.0198001656516387	1.42117527095387	"chr12"	112456606	"+"	"II"	"OpenSea"	"ERP29"	"NM_001034025;NM_006817"	"Body"	""
"cg01955533"	-1.07980438938362	-2.38778326121506	-10.2365267406238	4.71932036373583e-07	0.000706047068528438	6.58554969062102	"chr6"	36650733	"-"	"II"	"N_Shore"	"CDKN1A"	"NM_000389;NM_078467"	"5'UTR"	"Unclassified"
"cg01955745"	-0.553677057637209	0.623124294691526	-4.60493640738855	0.000710303119295477	0.045072508422637	-0.223588768468147	"chr11"	131240413	"+"	"II"	"OpenSea"	"NTM"	"NM_001048209;NM_001048209"	"1stExon"	""
"cg01959919"	-1.12949459229218	0.464323172975247	-9.27501035666348	1.28722528657843e-06	0.00132309469606812	5.71567141583882	"chr2"	235195063	"-"	"II"	"OpenSea"	""	""	""	""
"cg01960300"	0.549320414819223	1.87018851957953	4.83997588194392	0.000482681096303925	0.0376664043959357	0.153229282532091	"chr1"	145727016	"+"	"II"	"OpenSea"	"PDZK1"	"NM_002614"	"TSS1500"	""
"cg01961137"	0.837567432636116	-3.77270982282284	5.27997641220257	0.000239086780659047	0.0268885718688568	0.836551642239008	"chr5"	141016483	"+"	"I"	"Island"	"RELL2"	"NM_173828;NM_001130029;NM_003883"	"TSS200"	"Promoter_Associated"
"cg01961587"	0.835915715965924	-3.07441290201825	7.09016936444738	1.76237282198175e-05	0.00668413130469624	3.33028978553197	"chrX"	54069785	"-"	"II"	"N_Shore"	"PHF8"	"NM_001184897;NM_015107;NM_001184898;NM_001184896"	"5'UTR"	"Promoter_Associated_Cell_type_specific"
"cg01962750"	0.7942419970952	1.56945943052334	5.82715900415356	0.00010368262553548	0.0175903056360942	1.64431251455359	"chr2"	8298983	"-"	"II"	"OpenSea"	""	""	""	""
"cg01962911"	0.500997248337094	-2.42241352390197	4.60745182519931	0.000707344133828151	0.0449852037124085	-0.219514403237733	"chr4"	41361534	"-"	"II"	"N_Shore"	"LIMCH1"	"NM_001112718;NM_001112717;NM_014988;NM_001289122;NM_001289124"	"TSS1500"	""
"cg01963353"	-1.5335169201409	-3.22923165045488	-9.57041053882536	9.37695295752695e-07	0.00110621564281325	5.99340058607468	"chr20"	1358875	"-"	"II"	"OpenSea"	"FKBP1A"	"NM_001199786;NM_054014;NM_000801;NR_037661;NR_040049;NR_040048;NR_040047"	"Body"	""
"cg01963734"	0.528171543070892	-1.07031833622044	4.49399038949246	0.000854621322390168	0.0491430795131295	-0.404162056903224	"chr11"	1048572	"-"	"II"	"OpenSea"	""	""	""	"Unclassified_Cell_type_specific"
"cg01964774"	-0.756282114944785	1.21941849883885	-7.41999985512013	1.14748726021152e-05	0.00520603410799835	3.73119903801886	"chr21"	39663949	"+"	"II"	"OpenSea"	"KCNJ15"	"NM_001276439;NM_001276438;NM_001276437;NM_002243;NM_001276436;NM_001276435;NM_170736;NM_170737"	"5'UTR"	""
"cg01965552"	0.558436532451247	-3.92303774141378	5.36308994203846	0.000210018237100784	0.0251092747098579	0.962279758048394	"chr5"	40478425	"-"	"II"	"OpenSea"	""	""	""	""
"cg01965624"	0.70773306444363	-1.7544159137641	4.92233705257113	0.000422328804691394	0.0353411493908752	0.283366483981129	"chr15"	50831133	"-"	"II"	"OpenSea"	"USP50"	"NM_203494"	"Body"	""
"cg01968850"	-0.531752889731522	-0.219982068248338	-4.73644212863716	0.000571692412732245	0.0407859752309429	-0.0117781483375801	"chr20"	25522499	"-"	"II"	"OpenSea"	"NINL"	"NM_025176"	"5'UTR"	""
"cg01969817"	-0.555252311723822	0.948228978499999	-4.64720116121612	0.000662263932536817	0.0437620103812583	-0.155247716748897	"chr5"	59316105	"-"	"II"	"OpenSea"	"PDE4D"	"NM_001165899"	"Body"	""
"cg01970804"	0.522952431625345	-1.480792848353	4.51771823689242	0.000821360318184679	0.048241314356638	-0.365401817259387	"chr12"	121544875	"-"	"II"	"OpenSea"	""	""	""	""
"cg01971547"	-0.960803690239175	1.85753751866078	-7.91413674310121	6.1802723866481e-06	0.00354866233846174	4.30323135495942	"chr6"	108436519	"-"	"I"	"Island"	""	""	""	""
"cg01971632"	0.649008689419908	2.55451627566629	5.10706725164733	0.000314080247501948	0.0306922312875017	0.57154770011905	"chr17"	26905194	"+"	"II"	"OpenSea"	"ALDOC"	"NM_005165;NM_006461"	"TSS1500"	""
"cg01972167"	-0.854964111922028	-0.0828174789028392	-7.02195484026849	1.92912743176982e-05	0.00702951654082458	3.24540806128788	"chr4"	179553857	"+"	"II"	"OpenSea"	""	""	""	""
"cg01974091"	-0.603962861904759	0.227206679391944	-4.97584535703964	0.000387421478634317	0.0338192138727832	0.367371243003532	"chr14"	100625027	"-"	"I"	"N_Shore"	"DEGS2"	"NM_206918"	"Body"	""
"cg01974656"	-0.553469017419594	2.06206162490683	-5.1432759803696	0.000296535513299727	0.0298236850456168	0.627424097426777	"chr2"	11820565	"-"	"I"	"OpenSea"	""	""	""	""
"cg01979486"	0.621119490693423	-3.15996056377311	5.56460288511528	0.000154000668056197	0.0215580317813447	1.26261426088391	"chr20"	61960003	"+"	"II"	"OpenSea"	"COL20A1"	"NM_020882"	"Body"	""
"cg01987417"	1.26260419131496	-2.48121495440968	8.62741014539685	2.65293112965471e-06	0.00206897450708363	5.07189408757749	"chr14"	105434159	"+"	"I"	"OpenSea"	"AHNAK2"	"NM_138420"	"Body"	""
"cg01988827"	0.503071931624373	-2.23426696711305	4.50050780728401	0.000845347197296971	0.0488879527961217	-0.393508062701474	"chr12"	69864077	"-"	"II"	"Island"	"FRS2"	"NM_006654;NM_001042555"	"TSS200"	"Promoter_Associated"
"cg01988887"	-0.751729198562583	-1.05772419772503	-6.56497226454846	3.58922593989462e-05	0.00993345320669859	2.65891182561931	"chr8"	90814320	"-"	"II"	"OpenSea"	""	""	""	""
"cg01992590"	0.628781396287184	-2.60568624466595	6.03298857241054	7.65483173623292e-05	0.0149152447313382	1.93592672538888	"chr17"	48277042	"+"	"II"	"Island"	"COL1A1"	"NM_000088"	"Body"	"Promoter_Associated"
"cg01994893"	0.961217275065374	-2.59415609504739	7.87825794687156	6.4582256199533e-06	0.00365486964333709	4.26281808415089	"chr1"	110654633	"+"	"II"	"OpenSea"	"UBL4B"	"NM_203412"	"TSS1500"	""
"cg01996020"	0.666868385346753	-2.05240975883227	4.63350113411509	0.000677450829483536	0.0442197058568205	-0.177372864532011	"chr9"	135091053	"-"	"II"	"OpenSea"	"NTNG2"	"NM_032536"	"Body"	""
"cg01996459"	0.576296461824424	-0.839810669812005	4.699791703536	0.000607205204702963	0.0420021133950505	-0.0705621776704275	"chr10"	91236801	"+"	"II"	"OpenSea"	"SLC16A12"	"NM_213606"	"5'UTR"	""
"cg01996967"	-0.635699643641057	-3.8291346792107	-4.4872561692514	0.0008643159449465	0.0493742222280909	-0.415176460447626	"chr13"	98795497	"+"	"I"	"Island"	"FARP1"	"NM_005766;NM_001001715;NM_001286839;NM_005766;NM_001001715"	"1stExon"	""
"cg01999118"	0.609513027038706	-0.819813028803814	5.20892429138444	0.000267313676353602	0.0283695332958124	0.728215738368552	"chr3"	35465004	"-"	"II"	"OpenSea"	""	""	""	""
"cg01999848"	0.761311644419845	-1.7749188551641	7.17080209630554	1.58492858010255e-05	0.00627813921511853	3.42974732597501	"chr9"	21812022	"+"	"II"	"OpenSea"	"MTAP"	"NM_002451"	"Body"	""
"cg02005157"	-0.815531280544182	-1.49519036300662	-5.07015673754787	0.000333097320284353	0.0315568168633607	0.514381404091975	"chr11"	34663205	"+"	"II"	"OpenSea"	"EHF"	"NM_012153;NM_001206615;NM_001206616"	"5'UTR"	""
"cg02005231"	-0.536331047157481	0.505061056357776	-4.66082806501079	0.000647512214977413	0.0432615815726018	-0.13326691858925	"chr16"	21115843	"+"	"II"	"OpenSea"	"DNAH3"	"NM_017539"	"Body"	""
"cg02007979"	0.829409071924456	-2.55628970328512	4.5989065931357	0.000717449220377108	0.0452636810249568	-0.233359190950193	"chr11"	60586162	"+"	"II"	"OpenSea"	""	""	""	""
"cg02009587"	-1.99824093244351	0.0955657308331773	-14.3047154082098	1.39406926672221e-08	7.67832929439808e-05	9.37411055177282	"chr12"	28185777	"+"	"II"	"OpenSea"	""	""	""	""
"cg02009986"	-0.515789277612342	-0.607210017781273	-4.80810916292607	0.000508411050749899	0.0385502229545431	0.102608298381671	"chr1"	167165301	"+"	"II"	"OpenSea"	"LINC01363"	"NR_110811"	"TSS1500"	""
"cg02010478"	0.739202517424475	-4.68434076003675	4.51470555106363	0.000825507179022564	0.0483011908409039	-0.370318921364133	"chr11"	66059798	"+"	"I"	"Island"	"TMEM151A"	"NM_153266"	"Body"	"Unclassified_Cell_type_specific"
"cg02010829"	0.682537034848978	-3.24623822282477	5.50316217951376	0.000169175812178689	0.0225445997214847	1.1717205762367	"chr16"	16090604	"+"	"II"	"OpenSea"	"ABCC1"	"NM_019862;NM_019898;NM_019899;NM_004996;NM_019900"	"Body"	""
"cg02011275"	0.978998872515012	-2.54235697962229	6.63721901271476	3.24783244344264e-05	0.00935477782264049	2.75372899694095	"chr12"	123963583	"+"	"II"	"OpenSea"	"RILPL1"	"NM_178314"	"Body"	""
"cg02011392"	-0.754003298366944	1.39464924756289	-4.4715398829272	0.000887391852768973	0.0499711525801298	-0.44090547086635	"chr6"	101847541	"-"	"II"	"S_Shore"	"GRIK2"	"NM_001166247;NM_175768;NM_021956"	"Body"	""
"cg02011685"	-0.912094239762718	-2.18491072420461	-8.4026450295983	3.44308582874707e-06	0.00243446438098932	4.83666535004377	"chr4"	114979096	"+"	"II"	"OpenSea"	""	""	""	""
"cg02014690"	0.60107679750957	-4.01462970242623	5.19896641665019	0.000271542862512523	0.0286321270734108	0.71296999577329	"chr22"	18893811	"-"	"I"	"Island"	"DGCR6"	"NM_005675;NM_005675"	"5'UTR"	"Promoter_Associated"
"cg02017489"	0.508012953095195	-2.88506074940826	5.11608548260724	0.00030961039295779	0.0304862587034353	0.585483238937837	"chr12"	53207919	"-"	"II"	"OpenSea"	"KRT4"	"NM_002272"	"TSS200"	""
"cg02018921"	-0.739439995936338	-2.01803822761746	-6.46968532270685	4.09927310887161e-05	0.0106392623655889	2.53263598097616	"chr7"	13454615	"+"	"II"	"OpenSea"	""	""	""	""
"cg02021738"	-0.732885906903053	-1.47727445435947	-4.7603306607619	0.000549725787089925	0.0400106076127962	0.0264327762307959	"chr9"	93970275	"-"	"II"	"OpenSea"	""	""	""	"Unclassified"
"cg02024403"	0.781085009362831	-3.37196564842799	5.45819987800114	0.000181281752782166	0.0233343724216405	1.10482756437865	"chr20"	34981819	"-"	"II"	"OpenSea"	"DLGAP4"	"NM_014902"	"5'UTR"	""
"cg02026509"	0.752569896578272	1.71561415040772	6.45114033046486	4.20725098904343e-05	0.0107924911584351	2.50789773956499	"chr8"	134921295	"-"	"II"	"OpenSea"	""	""	""	"Unclassified_Cell_type_specific"
"cg02027079"	-0.605039910309832	1.82621357357858	-5.02938848219682	0.000355522399414691	0.0325309103462519	0.450998585508586	"chr13"	47471705	"-"	"II"	"OpenSea"	"HTR2A"	"NM_001165947;NM_000621"	"TSS1500"	""
"cg02028063"	0.624289437099945	-3.10724968388861	4.72114278286308	0.000586243955692164	0.0412754025840703	-0.0362934853818198	"chr10"	79632373	"+"	"II"	"OpenSea"	"DLG5"	"NM_004747"	"Body"	""
"cg02028556"	0.500230170600032	-2.11288980207488	4.61962061239238	0.00069321100405144	0.0446230302939271	-0.199816399816672	"chr1"	204231300	"+"	"II"	"OpenSea"	"PLEKHA6"	"NM_014935"	"Body"	""
"cg02029741"	0.520066689838639	0.473778490587521	4.99557960577922	0.000375326825904497	0.0333668142144069	0.39824402642776	"chr14"	54887411	"-"	"II"	"OpenSea"	""	""	""	"Gene_Associated"
"cg02029996"	-0.973170666146829	-0.225734201097406	-6.73493745562124	2.84022372554002e-05	0.00873101735818486	2.88071387191496	"chrX"	36056523	"-"	"II"	"OpenSea"	"CFAP47"	"NM_001304548"	"Body"	""
"cg02032221"	0.520177581054588	-3.04277173302147	4.89593611426531	0.00044075879334945	0.0361453211706195	0.241760676496583	"chr2"	238581924	"-"	"II"	"OpenSea"	"LRRFIP1"	"NM_001137550"	"Body"	"Promoter_Associated"
"cg02034517"	-0.554269478682256	-1.39400065214474	-5.30818073517674	0.000228772150293157	0.0262422735866545	0.879338034535682	"chr5"	52332217	"-"	"II"	"OpenSea"	"ITGA2"	"NR_073103;NR_073107;NR_073106;NR_073105;NR_073104;NM_002203"	"Body"	""
"cg02035930"	-1.01264635919091	-2.58297088040291	-6.36109844553637	4.77645234930378e-05	0.0115298046493869	2.38703144082015	"chr20"	62505169	"-"	"II"	"N_Shelf"	"TPD52L2"	"NM_001243894;NM_001243892;NM_001243891;NM_003288;NM_199362;NM_199361;NM_199360;NM_199363;NM_001243895;NM_199359;NR_045090;NM_001243894;NM_001243892;NM_001243891;NM_003288;NM_199362;NM_199361;NM_199360;NM_199363;NM_199359;NR_045090;NM_001243895"	"ExonBnd"	""
"cg02036215"	-0.769470465745615	-2.82261892934154	-6.0190183993935	7.81265508025369e-05	0.0150901511403016	1.91634539282418	"chr1"	5776780	"+"	"II"	"OpenSea"	""	""	""	""
"cg02038218"	0.5954703904702	-3.13546742296465	5.32602422637826	0.00022249059304542	0.0258804086623548	0.906342772083488	"chr4"	7678307	"-"	"II"	"OpenSea"	"SORCS2"	"NM_020777"	"Body"	""
"cg02039048"	-0.670417781529729	-0.972478871913179	-6.17643593445538	6.21731146722756e-05	0.0133275022235748	2.13521672626614	"chr10"	97207378	"-"	"II"	"OpenSea"	"SORBS1"	"NM_024991;NM_015385;NM_001290295;NM_001290294"	"5'UTR"	""
"cg02039271"	0.802128836694839	1.21098787478326	7.84235540000925	6.74984991114846e-06	0.00375631273784111	4.22220511720722	"chr3"	156008127	"+"	"II"	"N_Shore"	"KCNAB1"	"NM_172159;NM_003471;NM_172160"	"TSS1500"	""
"cg02039858"	1.00401440623344	-2.69173917131164	8.23975583432891	4.17277834902452e-06	0.00272533167680288	4.66222685974183	"chr14"	65828769	"-"	"II"	"OpenSea"	""	""	""	""
"cg02042026"	-0.701133660679796	1.55092299597974	-6.29773613944374	5.22596955159067e-05	0.0121393530953168	2.30122561062804	"chr11"	113936782	"+"	"II"	"OpenSea"	"ZBTB16"	"NM_006006;NM_001018011"	"Body"	""
"cg02049240"	-1.78069834079682	-1.96523076053327	-13.9958675724102	1.76182994488979e-08	8.97889821504073e-05	9.20338957415615	"chr12"	66028857	"+"	"II"	"OpenSea"	"LOC100507065"	"NR_120434;NR_120431;NR_120432;NR_120433"	"Body"	""
"cg02049701"	0.525768285000082	-2.15776457001946	4.52041172758474	0.000817671294686135	0.0481260108676712	-0.361006724433026	"chr2"	109917426	"-"	"II"	"OpenSea"	"SH3RF3"	"NM_001099289"	"Body"	""
"cg02050694"	0.609435954701055	0.0053585447968163	4.98455194197742	0.00038203552967554	0.0336242981865566	0.380999304154646	"chr9"	14346393	"+"	"II"	"Island"	""	""	""	""
"cg02052536"	-0.566626710719996	-1.98940597239789	-4.93094793998359	0.00041649474278213	0.0350688167877526	0.296914049171139	"chr7"	107587365	"+"	"II"	"OpenSea"	"LAMB1"	"NM_002291"	"Body"	""
"cg02053132"	-0.975354968364991	0.257023589751998	-8.55244832455	2.89225862596359e-06	0.00216727164506531	4.99413869233041	"chr1"	17674864	"+"	"II"	"OpenSea"	"PADI4"	"NM_012387"	"Body"	""
"cg02053587"	0.537590372829436	-4.44145758788183	4.64348680757395	0.000666345766806635	0.043877750531343	-0.161243679252093	"chr17"	3599516	"-"	"I"	"Island"	"P2RX5"	"NM_175080;NM_001204519;NM_002561;NM_001204520;NM_175080;NM_001204519;NM_002561;NM_001204520;NR_037928"	"1stExon"	"Promoter_Associated"
"cg02055699"	-0.617907803955763	-1.30134506410784	-5.33570587636374	0.000219158925551016	0.0256580467985512	0.920974377543002	"chr11"	38992814	"+"	"II"	"OpenSea"	""	""	""	"Unclassified_Cell_type_specific"
"cg02057144"	0.900061408013949	-2.36013626206692	6.65340452346886	3.17621345101336e-05	0.00924461994660094	2.77486203684583	"chr5"	141021866	"+"	"II"	"OpenSea"	"FCHSD1"	"NM_033449"	"Body"	""
"cg02058717"	-1.06691624215891	1.25624780261758	-8.33948646952678	3.70826993391331e-06	0.00254590848128053	4.76942906284097	"chr5"	83776873	"+"	"II"	"OpenSea"	""	""	""	""
"cg02059237"	0.89516715826178	-1.09636851682001	6.39006246830064	4.58487724616686e-05	0.0113119881145019	2.42604752889412	"chr12"	108027656	"-"	"II"	"OpenSea"	"BTBD11"	"NM_001017523;NM_001018072"	"Body"	""
"cg02060167"	0.991402739674189	-2.69189264380325	6.54365182844462	3.69715227097083e-05	0.0100913572355023	2.6307784712555	"chr7"	27212541	"+"	"II"	"Island"	"HOXA10"	"NM_018951;NR_037940;NR_037939"	"Body"	""
"cg02060460"	-0.788832373234003	-3.46835134347587	-6.65634695599302	3.16337580909537e-05	0.00923614680586208	2.77869962757182	"chr17"	80164137	"+"	"II"	"OpenSea"	"CCDC57"	"NM_198082"	"5'UTR"	"Promoter_Associated"
"cg02060618"	1.01401098198252	-2.89422867324591	8.53059496643549	2.9663294339508e-06	0.00220090589240654	4.97134047499265	"chrX"	50653733	"+"	"II"	"OpenSea"	"BMP15"	"NM_005448"	"TSS200"	""
"cg02061950"	0.688796761115675	-2.62847076743355	6.3864426496898	4.60836472419346e-05	0.0113371409759487	2.42117853767885	"chr6"	1296864	"+"	"II"	"OpenSea"	""	""	""	""
"cg02065690"	0.509133965647544	0.47108044285292	4.55402244329438	0.000773070356951239	0.0469543205979576	-0.3062456837479	"chr3"	172278446	"+"	"II"	"OpenSea"	""	""	""	""
"cg02066322"	0.512705475411265	1.62692645385593	4.54532822351237	0.000784357354320028	0.0472613480278273	-0.320396144080343	"chr5"	150478162	"+"	"II"	"OpenSea"	""	""	""	""
"cg02067491"	0.545494827196114	2.45591742434789	4.74353930251839	0.000565071492411065	0.0405728920669475	-0.000417244884896917	"chr17"	3776887	"-"	"I"	"OpenSea"	"CAMKK1"	"NM_172206;NM_032294;NM_172207"	"Body"	""
"cg02069721"	0.563594597297666	-3.58178444855269	5.52496343533721	0.000163617199931726	0.0222216416127786	1.20404090351635	"chr16"	84866208	"-"	"II"	"OpenSea"	"CRISPLD2"	"NM_031476"	"5'UTR"	""
"cg02072018"	0.55207782569494	-3.14204154969343	5.01589291828657	0.000363292274820078	0.0328759442084685	0.429961209058473	"chr3"	9884995	"-"	"II"	"N_Shore"	"RPUSD3"	"NM_001142547;NM_173659"	"Body"	"Promoter_Associated"
"cg02072885"	-0.845548873718357	-1.55642385579137	-6.87387968801797	2.35213335459344e-05	0.00783802440122408	3.05879176573061	"chr3"	182880477	"-"	"I"	"Island"	"LAMP3"	"NM_014398;NM_014398"	"5'UTR"	"Unclassified"
"cg02076642"	0.696900889641514	-3.28818181674027	5.40780624261186	0.00019594919461486	0.0242444086383345	1.02947604929268	"chr12"	125477679	"+"	"II"	"N_Shore"	"BRI3BP"	"NM_080626"	"TSS1500"	"Promoter_Associated"
"cg02077630"	0.685910172091226	-2.81757449514884	4.64459734448729	0.000665122598576594	0.0438452588783296	-0.159450771183189	"chr3"	182361724	"+"	"II"	"OpenSea"	""	""	""	""
"cg02077766"	0.50535638483274	-0.352690091646237	4.95427830735945	0.000401110639962272	0.034338898547704	0.333564032701079	"chr6"	42891866	"+"	"II"	"N_Shore"	"PTCRA"	"NM_138296"	"Body"	""
"cg02078943"	-0.658259049838956	1.69168485552701	-6.00862803759197	7.93228147730549e-05	0.0152192268886506	1.90176179506937	"chr7"	155175194	"-"	"II"	"Island"	""	""	""	"Unclassified_Cell_type_specific"
"cg02079985"	0.688478383134353	-2.49742486957151	5.79740238662761	0.000108384624596184	0.0180307352021801	1.60160064888182	"chr3"	98450780	"-"	"II"	"N_Shore"	"ST3GAL6"	"NM_001271148;NM_001271147;NM_001271146;NM_001271142;NM_006100;NM_001271145;NR_046683"	"TSS1500"	""
"cg02084408"	0.78246562651894	-3.43485933499906	4.76346728832078	0.0005469081007994	0.0399062933700589	0.0314438368198982	"chrX"	53024965	"+"	"II"	"Island"	"FAM156A"	"NM_001242494;NM_001242493;NM_001242490;NM_001242492;NM_001242496;NM_001242489;NM_001242495;NM_001242497;NM_014138"	"TSS1500"	"Promoter_Associated"
"cg02085640"	0.666984336028602	-4.16322499953343	4.94804066198246	0.000405164193219386	0.0345374327168387	0.323773232224077	"chr16"	81771819	"-"	"II"	"OpenSea"	""	""	""	"Unclassified"
"cg02086690"	0.996865049032877	-2.51991311179949	8.16798706624402	4.54562379485941e-06	0.00289238476894788	4.584291383759	"chr1"	56756750	"-"	"II"	"OpenSea"	""	""	""	""
"cg02088585"	0.618645479902425	-2.06380922894061	5.08230804811208	0.000326705931402801	0.0312908099652133	0.53322413426934	"chr3"	150035594	"+"	"II"	"OpenSea"	"LINC01214"	"NR_110186;NR_110187"	"Body"	""
"cg02089480"	-0.577107609329788	-1.95441587000828	-4.97473692245611	0.000388112886205315	0.0338525338336676	0.365635435237889	"chr1"	60379121	"-"	"II"	"OpenSea"	"CYP2J2"	"NM_000775"	"Body"	""
"cg02092206"	-1.11138015827987	0.17140568099422	-9.28579684230451	1.27224230219025e-06	0.001319124583573	5.72598315589889	"chr4"	75274774	"-"	"II"	"OpenSea"	""	""	""	""
"cg02097498"	0.532031478500882	-0.505464899034684	4.85576763238403	0.000470441755415248	0.0372056439075812	0.178259429524035	"chr16"	10965851	"-"	"II"	"OpenSea"	""	""	""	""
"cg02099088"	0.625736462490261	-2.99252130959172	5.11630772028098	0.000309501093393537	0.0304789669734055	0.585826497035323	"chr10"	35952951	"-"	"II"	"OpenSea"	""	""	""	""
"cg02099102"	-0.842011131885571	-1.96638977930906	-6.72129487593334	2.89368579695942e-05	0.00885323611735715	2.86307214339959	"chr7"	117509547	"-"	"II"	"N_Shelf"	"CTTNBP2"	"NM_033427"	"Body"	""
"cg02099584"	-0.658638528835998	-1.25010711389176	-5.64346496391708	0.000136607004195517	0.0202795853320176	1.37840726742115	"chr2"	79447060	"-"	"II"	"OpenSea"	""	""	""	""
"cg02099735"	0.580130403606644	-3.02248029176776	5.81531340828255	0.00010552790017427	0.0177328911195874	1.6273264274104	"chr4"	129450070	"+"	"II"	"OpenSea"	""	""	""	""
"cg02099919"	-0.62531739838408	1.4420294988915	-5.30954567303566	0.000228285077019159	0.0262158883806121	0.881405518157838	"chr5"	72679749	"-"	"II"	"S_Shore"	""	""	""	""
"cg02100354"	-0.619643469995714	-1.03148369880658	-5.58727006185742	0.000148772636546685	0.0212116419322217	1.29599702881805	"chr17"	39675976	"-"	"II"	"OpenSea"	"KRT15"	"NM_002275"	"TSS1500"	""
"cg02100918"	0.62052139525386	1.59780760803052	5.88410012183042	9.52789864229881e-05	0.0167699743062304	1.72565421639027	"chr11"	68550982	"+"	"II"	"S_Shore"	"CPT1A"	"NM_001876;NM_001031847"	"Body"	"Gene_Associated_Cell_type_specific"
"cg02101884"	0.566453192649381	1.96163926190533	4.85630154299807	0.000470033703342481	0.0371854978274844	0.179105041827425	"chr12"	6692201	"-"	"II"	"OpenSea"	"SCARNA11"	"NR_003012;NM_001273"	"TSS1500"	""
"cg02104009"	-1.46278354162056	-2.67138072146199	-12.2224306810045	7.44377435710199e-08	0.000225065640948947	8.10429015879453	"chr4"	157713817	"-"	"II"	"OpenSea"	"PDGFC"	"NR_036641;NM_016205"	"Body"	""
"cg02104900"	0.787292634226745	-2.80205974744592	5.62408646080895	0.000140678474224992	0.02058364112555	1.35004491753414	"chr8"	125667339	"+"	"II"	"OpenSea"	"MTSS1"	"NM_014751;NM_001282974;NM_001282971"	"Body"	""
"cg02105002"	1.03931980881645	-1.75218226783575	5.27272296349196	0.000241818209926261	0.0270445078151091	0.825528004941926	"chr10"	106028928	"-"	"I"	"Island"	"GSTO2"	"NM_183239;NM_183239"	"5'UTR"	"Promoter_Associated"
"cg02108094"	0.704511896049511	-2.12755481049463	6.32974574493449	4.99349224243728e-05	0.0118497187905585	2.34465119509401	"chr8"	40339239	"-"	"II"	"OpenSea"	""	""	""	""
"cg02108409"	0.611798027466812	1.29862436554253	5.99038044882476	8.14711381154614e-05	0.0154571642576483	1.8761088913011	"chr5"	149575031	"+"	"II"	"OpenSea"	"SLC6A7"	"NM_014228"	"Body"	""
"cg02111699"	-0.533405416208467	-2.79826218601156	-4.89779883183343	0.000439431094326169	0.036111311326465	0.244699580875762	"chr8"	143438712	"+"	"II"	"OpenSea"	"TSNARE1"	"NM_145003;NM_001291931"	"5'UTR"	"Unclassified_Cell_type_specific"
"cg02111786"	-0.786866874496926	1.41414986756432	-7.11601549653357	1.70328259648863e-05	0.0065724438621571	3.36227315800812	"chr14"	80328189	"+"	"I"	"Island"	"NRXN3"	"NM_004796;NM_001105250;NM_138970"	"Body"	""
"cg02112289"	0.802989258778176	0.336307172420927	6.395578909471	4.54932872804927e-05	0.0112682530753804	2.43346375635535	"chr2"	109818512	"-"	"II"	"OpenSea"	"SH3RF3"	"NM_001099289"	"Body"	""
"cg02113605"	-0.808303743297464	1.36116139066685	-5.51516025060466	0.000166092347689437	0.0223835842542173	1.18951696889052	"chr10"	52162583	"+"	"II"	"OpenSea"	"SGMS1"	"NM_147156"	"5'UTR"	""
"cg02114168"	-0.996423934837364	-2.80630651088721	-6.7011218743296	2.97471994891663e-05	0.00896597596928032	2.8369341655534	"chr2"	118294899	"-"	"II"	"OpenSea"	""	""	""	""
"cg02120866"	-0.621806988323397	-2.73661824203136	-5.73776077336823	0.000118504854288278	0.0188338647607546	1.51557113694366	"chr6"	6804127	"+"	"II"	"OpenSea"	""	""	""	"Unclassified_Cell_type_specific"
"cg02123169"	1.66163796777037	-1.43396361852458	12.8335382153231	4.44183725399437e-08	0.00016344694698546	8.50736846017393	"chr13"	109926986	"-"	"II"	"OpenSea"	""	""	""	""
