	HGNC	MDAMB231_G4_vs_NoGuide:logFC	MDAMB231_G4_vs_NoGuide:adj.P.Val	MDAMB231_GAll_vs_NoGuide:logFC	MDAMB231_GAll_vs_NoGuide:adj.P.Val	SUM159_G4_vs_NoGuide:logFC	SUM159_G4_vs_NoGuide:adj.P.Val	SUM159_GAll_vs_NoGuide:logFC	SUM159_GAll_vs_NoGuide:adj.P.Val
ENSG00000111785	RIC8B	0.72004120698201	1.0	-0.306320053455119	1.0	-0.671533979244342	1.0	0.0036526035602522	1.0
ENSG00000111786	SRSF9	0.212492746821924	1.0	0.021324335745784	1.0	0.0180276004047215	1.0	0.0753198587737787	1.0
ENSG00000111788	AC009533.1	0.802035511077794	1.0	-0.962768378685749	1.0	0.0324421593639546	1.0	0.139786220739569	1.0
ENSG00000111790	FGFR1OP2	0.259070087552259	1.0	0.0417275546565641	1.0	0.0557824426426672	1.0	-0.0377591474247563	1.0
ENSG00000111799	COL12A1	0.398951309085506	1.0	0.15463218099754	1.0	-0.851111199690854	1.0	-1.26853376193172	1.0
ENSG00000111801	BTN3A3	-0.892336291053287	1.0	-0.526435261164121	1.0	-0.775429314468072	1.0	-1.29552701410033	1.0
ENSG00000111802	TDP2	0.215133283139964	1.0	-0.0742441595370735	1.0	0.559721549048733	1.0	0.418769409649464	1.0
ENSG00000111816	FRK	0.174064553483798	1.0	0.452521632994192	1.0	-0.283231982057139	1.0	-0.356641048141027	1.0
ENSG00000111817	DSE	0.519430197874247	1.0	0.692285169293682	1.0	0.51292863368537	1.0	0.546685262781932	1.0
ENSG00000111832	RWDD1	0.249652817098786	1.0	0.0948289426373892	1.0	-0.0094107334319648	1.0	0.0006851473060853	1.0
ENSG00000111843	TMEM14C	-0.460247452318341	1.0	0.151757112905723	1.0	-0.402751259379836	1.0	-0.0772178978096871	1.0
ENSG00000111845	PAK1IP1	-0.0082789998236299	1.0	0.414607996665353	1.0	-0.121416582089259	1.0	-0.117922991226484	1.0
ENSG00000111846	GCNT2	0.0012635184812221	1.0	0.100928644221496	1.0	0.201261710408824	1.0	0.134312502585757	1.0
ENSG00000111850	SMIM8	-0.515948239995852	1.0	-0.607912787977673	1.0	0.288008088716993	1.0	0.326434957260605	1.0
ENSG00000111859	NEDD9	-0.483272704120334	1.0	0.996212961247072	1.0	-0.490670635624784	1.0	-0.655782537518232	1.0
ENSG00000111860	CEP85L	-0.492637877471094	1.0	-0.258895478545336	1.0	-0.285467269095478	1.0	0.0932863728947582	1.0
ENSG00000111875	ASF1A	-0.233461099516024	1.0	-0.397252025431221	1.0	0.172317176107947	1.0	0.0814153846754291	1.0
ENSG00000111877	MCM9	0.34995943958024	1.0	-0.119633945581345	1.0	0.127098291196451	1.0	0.0782563249319344	1.0
ENSG00000111879	FAM184A	0.0346122022199737	1.0	-0.125562560588512	1.0	0.337053901813141	1.0	-0.1064881612547	1.0
ENSG00000111880	RNGTT	0.179351990358814	1.0	-0.100733096776635	1.0	0.109817775566732	1.0	0.0887148873892887	1.0
ENSG00000111885	MAN1A1	-0.0719095631042679	1.0	0.222402378798004	1.0	0.238587885853197	1.0	0.31338910070115	1.0
ENSG00000111897	SERINC1	-0.868911714666291	1.0	-0.113887422240717	1.0	-0.0907770381585751	1.0	-0.146483542796783	1.0
ENSG00000111906	HDDC2	-0.261039219149366	1.0	-0.0147310043162667	1.0	-5.62141101232427e-05	1.0	-0.030248565039714	1.0
ENSG00000111907	TPD52L1	1.49210790831948	0.113513569710522	1.31920644907948	1.0	0.0487010108183421	1.0	0.128878678833925	1.0
ENSG00000111911	HINT3	-1.22865821272312	0.0127349639815929	-0.0790364814393509	1.0	-0.0135325027476529	1.0	-0.0641262839808467	1.0
ENSG00000111912	NCOA7	-1.39588609610395	0.0705998917580591	-0.777320011310012	1.0	-0.213485576096837	1.0	-0.164267502260602	1.0
ENSG00000111913	RIPOR2	-1.99166357239242	0.0117256386999895	-0.234615644652217	1.0	0.123571072192074	1.0	-0.085405438363424	1.0
ENSG00000111961	SASH1	-0.717191017963634	1.0	-0.825929504569736	1.0	0.306603051784928	1.0	-0.17995469476475	1.0
ENSG00000111962	UST	0.310463152770488	1.0	0.789852957267286	1.0	0.0639671662964583	1.0	-0.0279839329424645	1.0
ENSG00000111981	ULBP1	0.700440674436178	1.0	0.335750910123872	1.0	-0.625043778071346	1.0	-0.520277808911824	1.0
ENSG00000112029	FBXO5	0.863974496930752	1.0	-0.441612476458797	1.0	0.005864967697291	1.0	-0.139991138611449	1.0
ENSG00000112031	MTRF1L	0.206700639820299	1.0	0.514102640720737	1.0	0.216512543783368	1.0	0.0642332798409484	1.0
ENSG00000112033	PPARD	-0.466682056051644	1.0	-0.275042744649284	1.0	-0.0714933455367923	1.0	0.0258452222990213	1.0
ENSG00000112039	FANCE	0.15433790481724	1.0	-0.110427793353627	1.0	0.0948242539022823	1.0	-0.0201242096743028	1.0
ENSG00000112062	MAPK14	0.361529764070293	1.0	-0.186554283419066	1.0	0.151732929730251	1.0	0.117488495241138	1.0
ENSG00000112078	KCTD20	-0.115056775863236	1.0	0.332072098453546	1.0	0.0932408411969599	1.0	0.0396644506057013	1.0
ENSG00000112079	STK38	0.161043593310817	1.0	-0.0588319461526776	1.0	-0.163109508022862	1.0	-0.111870805547929	1.0
ENSG00000112081	SRSF3	0.997759867322488	1.0	-0.685533336132407	1.0	-0.0130471519996167	1.0	-0.169777038781757	1.0
ENSG00000112096	SOD2	-1.20026027189413	0.014625530948756	-0.761158319909445	1.0	0.458497268906111	1.0	0.294937234470742	1.0
ENSG00000112110	MRPL18	0.494890087680841	1.0	-0.0480513793856376	1.0	0.0359285282999595	1.0	0.0666910429747745	1.0
ENSG00000112118	MCM3	1.60171914912611	2.2653159986577398e-11	-0.474244811199686	1.0	-0.259682411289408	1.0	-0.187101965697682	1.0
ENSG00000112130	RNF8	0.500122758452044	1.0	-0.250478774318002	1.0	0.178468602942504	1.0	0.251220481831696	1.0
ENSG00000112137	PHACTR1	-0.405064110354229	1.0	0.431251490188837	1.0	0.421803708870203	1.0	0.34119327889521	1.0
ENSG00000112144	CILK1	-0.118078401741888	1.0	-0.639639073227906	1.0	-0.166772512048226	1.0	-0.225627177212192	1.0
ENSG00000112146	FBXO9	1.30401308102612	0.199293008571964	-0.803458302732039	1.0	0.245902850988678	1.0	0.231242013409025	1.0
ENSG00000112149	CD83	0.256630668744847	1.0	0.28575307608012	1.0	-0.219624847019344	1.0	-0.104475867523701	1.0
ENSG00000112159	MDN1	0.455712201111831	1.0	0.55648058473304	1.0	-0.242996875936545	1.0	0.185240504547318	1.0
ENSG00000112167	SAYSD1	-0.0785365025735252	1.0	0.156697300500448	1.0	-0.138115318660517	1.0	-0.113843228532123	1.0
ENSG00000112182	BACH2	-0.0558594186796821	1.0	1.39102411099448	1.0	0.399279199057347	1.0	1.60205337674276	1.0
ENSG00000112186	CAP2	0.430961016764458	1.0	-0.596850826701233	1.0	0.0426923843395923	1.0	-0.0649033997167967	1.0
ENSG00000112200	ZNF451	-0.0774768616578125	1.0	0.0096742199863495	1.0	0.0565006810557458	1.0	0.0300409963144306	1.0
ENSG00000112208	BAG2	0.593874981253772	1.0	0.145784350422188	1.0	0.0807814946050804	1.0	0.0357745680627444	1.0
ENSG00000112210	RAB23	0.520691514707414	1.0	0.269492818464491	1.0	0.313405371962903	1.0	0.215785607156512	1.0
ENSG00000112218	GPR63	0.936607411602045	1.0	1.13077040787789	1.0	0.184464863499498	1.0	0.106242338453544	1.0
ENSG00000112234	FBXL4	-0.87111109457676	1.0	-0.373739192167175	1.0	-0.0137132698929969	1.0	-0.0186576736610906	1.0
ENSG00000112237	CCNC	0.676722783595401	1.0	0.808768253186392	1.0	0.28650375019918	1.0	0.400082032209637	1.0
ENSG00000112242	E2F3	0.246295393609448	1.0	0.400859577244903	1.0	-0.103257244109467	1.0	-0.0971003895558074	1.0
ENSG00000112245	PTP4A1	0.378756565183122	1.0	0.479951754690211	1.0	0.460911351685814	1.0	0.307164868318257	1.0
ENSG00000112249	ASCC3	0.0462426323520591	1.0	0.424052557557081	1.0	-0.0347781664545685	1.0	-0.143983888266455	1.0
ENSG00000112282	MED23	-0.517963764876303	1.0	-0.246200772693219	1.0	-0.141412433909248	1.0	-0.024952489169312	1.0
ENSG00000112290	WASF1	-0.473335933748607	1.0	-0.01506611188388	1.0	-0.209033666240831	1.0	-0.182578799538169	1.0
ENSG00000112294	ALDH5A1	-0.278969744479829	1.0	-1.46518380518435	1.0	0.568863874171577	1.0	0.1245845121323	1.0
ENSG00000112299	VNN1	-0.24377245030252	1.0	0.036164641454429	1.0	0.47736383182531	1.0	0.363215256108696	1.0
ENSG00000112304	ACOT13	-0.422137662733498	1.0	-0.198356539456963	1.0	0.101510939612893	1.0	0.280426820069201	1.0
ENSG00000112305	SMAP1	0.268050982762921	1.0	0.256696030690504	1.0	0.104394722573135	1.0	-0.0175100255724567	1.0
ENSG00000112306	RPS12	-0.144157162046254	1.0	0.0622714449391601	1.0	0.133475327598406	1.0	0.245993543323024	1.0
ENSG00000112308	C6orf62	-0.0806530174498494	1.0	-0.136797679238549	1.0	-0.0693855882780632	1.0	0.0321331100034943	1.0
ENSG00000112312	GMNN	1.34313889835646	0.0020392721799127	-0.714799051520524	1.0	0.0807055545694713	1.0	0.157474639842004	1.0
ENSG00000112319	EYA4	0.457569526026614	1.0	0.118914742382111	1.0	0.532857809977501	1.0	0.353640511254584	1.0
ENSG00000112335	SNX3	0.248929389958113	1.0	0.0832388328040281	1.0	0.171285797172536	1.0	0.110638347491882	1.0
ENSG00000112339	HBS1L	-0.0363889053624584	1.0	0.0224950767486858	1.0	0.0572310597041206	1.0	-0.0119683849219721	1.0
ENSG00000112343	TRIM38	-0.934894410023261	1.0	-0.47007474378917	1.0	-0.119202019278937	1.0	0.0427300542898346	1.0
ENSG00000112357	PEX7	-1.03583437555469	1.0	-0.060533157578897	1.0	0.129621325778831	1.0	0.193908060572614	1.0
ENSG00000112365	ZBTB24	0.239616145326847	1.0	0.243241084586634	1.0	-0.21542166116701	1.0	-0.221528166882689	1.0
ENSG00000112367	FIG4	0.0042509530095351	1.0	0.11181766590308	1.0	0.0443233459504588	1.0	-0.148392126180784	1.0
ENSG00000112378	PERP	0.12337972284799	1.0	0.379418163760516	1.0	0.460648760046005	1.0	0.385860857428151	1.0
ENSG00000112379	ARFGEF3	0.239685083289216	1.0	0.796711571670352	1.0	0.62994746048741	1.0	0.548648729324886	1.0
ENSG00000112406	HECA	-0.590263676061561	1.0	-0.0243273364655314	1.0	0.0912910810774514	1.0	0.108209926051687	1.0
ENSG00000112414	ADGRG6	0.19705211029703	1.0	0.359227626026749	1.0	-0.147215354618187	1.0	-0.10592250908916	1.0
ENSG00000112419	PHACTR2	0.49466057044931	1.0	0.357774651196189	1.0	0.022426835294822	1.0	-0.215730529980713	1.0
ENSG00000112425	EPM2A	-0.59760422111754	1.0	0.230047265222065	1.0	0.251012466188751	1.0	-0.109127211086705	1.0
ENSG00000112473	SLC39A7	0.113632836903331	1.0	0.178048117183874	1.0	-0.11179821863529	1.0	-0.0776485177935085	1.0
ENSG00000112511	PHF1	-0.760038432174645	1.0	0.122429704355442	1.0	-0.0558217859236052	1.0	0.0874567725622666	1.0
ENSG00000112514	CUTA	-0.0162099590141169	1.0	-0.191027010652598	1.0	0.0909872010971595	1.0	0.0846114198291446	1.0
ENSG00000112531	QKI	-0.20024658591293	1.0	0.467440642432011	1.0	0.233793710066259	1.0	0.118937594819208	1.0
ENSG00000112559	MDFI	4.2515733329284	7.3583337637003e-06	5.09194764778677	5.55378961902539e-07	1.5011949298827	1.0	1.23883541441768	1.0
ENSG00000112561	TFEB	-2.72759756620435	0.0362361963718642	0.266992111793114	1.0	-0.0956660636123097	1.0	0.0179387744384139	1.0
ENSG00000112576	CCND3	0.337374670918314	1.0	0.104416228592329	1.0	0.227369619116354	1.0	0.15312663168449	1.0
ENSG00000112578	BYSL	1.16926821984796	0.0875703996628269	0.347379834754729	1.0	0.220418815361601	1.0	0.118619075459763	1.0
ENSG00000112584	FAM120B	-0.306519703719939	1.0	-0.275173580511119	1.0	-0.141519096624384	1.0	-0.0908261525059251	1.0
ENSG00000112592	TBP	-0.0792283123276141	1.0	-0.108403848011608	1.0	0.136838179438236	1.0	0.134751923805093	1.0
ENSG00000112624	BICRAL	-0.800545330523582	1.0	-0.0132206634481742	1.0	-0.017791009248282	1.0	-0.0428724560282836	1.0
ENSG00000112640	PPP2R5D	0.380770923007305	1.0	-0.387120972118649	1.0	0.117622442181129	1.0	0.0256401978860108	1.0
ENSG00000112651	MRPL2	0.111665930154461	1.0	0.10779105918299	1.0	0.0722583927930351	1.0	0.064467446075918	1.0
ENSG00000112655	PTK7	0.231578388477491	1.0	0.493486779336541	1.0	-0.0319218293012469	1.0	-0.186577812719571	1.0
ENSG00000112658	SRF	0.208514687417547	1.0	0.670932676339917	1.0	0.0925386385831173	1.0	0.0159864255354956	1.0
ENSG00000112659	CUL9	-1.02181974849741	1.0	0.008570076979395	1.0	-0.684704439745247	1.0	-0.0659807991720562	1.0
ENSG00000112667	DNPH1	-0.0457019906716463	1.0	0.16844008830782	1.0	0.27439546909215	1.0	0.130099591149072	1.0
ENSG00000112679	DUSP22	0.07734694722568	1.0	0.428060348861626	1.0	0.176817280575266	1.0	0.271433573715063	1.0
ENSG00000112685	EXOC2	0.235782770601246	1.0	0.176302855319358	1.0	-0.338886543254519	1.0	-0.198969245818205	1.0
ENSG00000112695	COX7A2	0.176730109941595	1.0	0.0658196111623877	1.0	0.0915038069277667	1.0	0.185601032040322	1.0
ENSG00000112697	TMEM30A	-0.14526491416425	1.0	-0.15868674763884	1.0	-0.115924721994386	1.0	0.0611338349471859	1.0
ENSG00000112699	GMDS	0.726598603144202	1.0	0.390273991613864	1.0	0.297295761821673	1.0	0.238799431753759	1.0
ENSG00000112701	SENP6	-0.153587329099305	1.0	-0.0453372567550554	1.0	-0.130600557300522	1.0	-0.249730290356181	1.0
ENSG00000112715	VEGFA	-1.37862756976581	0.000218099496875	0.131937521803952	1.0	0.298300109773141	1.0	0.504342577658607	1.0
ENSG00000112739	PRPF4B	0.517302477505459	1.0	-0.540385955787809	1.0	0.0853632182788022	1.0	-0.108968693760578	1.0
ENSG00000112742	TTK	-0.172003111265147	1.0	-0.325323283057354	1.0	0.50560990265054	1.0	0.498430835805116	1.0
ENSG00000112759	SLC29A1	0.515263776112697	1.0	0.300140211567324	1.0	-0.0965380822984816	1.0	0.02279169200993	1.0
ENSG00000112763	BTN2A1	0.0335583230155718	1.0	-0.308791384808888	1.0	-0.0582934111456836	1.0	-0.105452238381158	1.0
ENSG00000112773	TENT5A	-1.03561860823289	1.0	-0.254021965645601	1.0	0.541312708329611	1.0	0.703953219324521	1.0
ENSG00000112787	FBRSL1	0.829048528532759	1.0	0.786375112371803	1.0	-0.0890321463388482	1.0	-0.287702522852763	1.0
ENSG00000112812	PRSS16	1.80504499766196	0.0020358862310539	2.80490799345015	4.59138221796296e-08	1.21067461332195	1.0	1.1278488676862	1.0
ENSG00000112851	ERBIN	-0.725551939213642	1.0	0.281910657405952	1.0	-0.270045143680667	1.0	-0.194995962359035	1.0
ENSG00000112852	PCDHB2	-0.112054920199996	1.0	-1.66912190355183	1.0	0.234940382554225	1.0	0.204838572121616	1.0
ENSG00000112855	HARS2	-0.0124599562694048	1.0	0.106802480293925	1.0	0.199185019666647	1.0	0.28242267997574	1.0
ENSG00000112874	NUDT12	-1.37126339403294	0.0784115062205901	-0.485440636191815	1.0	0.0960752283346435	1.0	0.164854879615185	1.0
ENSG00000112877	CEP72	-0.176060379151864	1.0	-0.140965693431861	1.0	0.329202331374692	1.0	0.301116105824931	1.0
ENSG00000112893	MAN2A1	-0.0762643268211356	1.0	0.240342013255987	1.0	-0.307341526542554	1.0	-0.07658519690687	1.0
ENSG00000112902	SEMA5A	-0.528907289644585	1.0	0.628912393712871	1.0	0.805507513832614	1.0	1.17239487129386	1.0
ENSG00000112941	TENT4A	0.187642231482688	1.0	0.350288873520363	1.0	-0.0640440114509975	1.0	-0.0392388978083833	1.0
ENSG00000112972	HMGCS1	0.404085019624121	1.0	0.40043930459629	1.0	0.459693568457414	1.0	0.360882540063717	1.0
ENSG00000112977	DAP	0.39696581489687	1.0	0.383401581878145	1.0	-0.078812241185072	1.0	-0.112776803221072	1.0
ENSG00000112983	BRD8	-0.0884075522836349	1.0	-0.408499126719883	1.0	0.131326583496114	1.0	0.22020504002193	1.0
ENSG00000112984	KIF20A	1.58337339254752	1.32196297102242e-05	-0.721139802799235	1.0	0.17514125301426	1.0	-0.0212002837746521	1.0
ENSG00000112992	NNT	-0.159220817644402	1.0	-0.102684285763615	1.0	-0.13926653599108	1.0	-0.231472603971113	1.0
ENSG00000112996	MRPS30	0.337460071044513	1.0	0.124473008702402	1.0	0.0583121683648349	1.0	0.0265462837345209	1.0
ENSG00000113013	HSPA9	-0.33060626370661	1.0	0.151468868452913	1.0	0.120110005663491	1.0	0.0242422947823719	1.0
ENSG00000113048	MRPS27	0.16223003930032	1.0	-0.544218682252529	1.0	-0.125291655961022	1.0	-0.171700858907313	1.0
ENSG00000113068	PFDN1	0.0076594890166639	1.0	-0.258789113315189	1.0	0.169168515727304	1.0	0.141687810837007	1.0
ENSG00000113070	HBEGF	-1.11581391700513	0.0160638067526692	0.132781726651071	1.0	1.69851872479639	0.0004119848463248	1.66935941074054	0.0006707465310024
ENSG00000113083	LOX	-1.2344998480817	0.001667584307211	-0.889737493500997	1.0	-0.534098104878229	1.0	-0.682020853037666	1.0
ENSG00000113108	APBB3	-1.59705222028393	0.268046000913807	-0.445802634666375	1.0	-0.360852415287563	1.0	-0.0399430959918146	1.0
ENSG00000113119	TMCO6	0.0314445204014566	1.0	-0.580676868058958	1.0	0.265625524836135	1.0	0.0614439283823307	1.0
ENSG00000113141	IK	0.242429308732929	1.0	-0.494924838860111	1.0	-0.125891652181489	1.0	-0.225701439308009	1.0
ENSG00000113161	HMGCR	0.338787943241709	1.0	-0.170030073338253	1.0	0.162185046999053	1.0	0.0420291794085648	1.0
ENSG00000113163	CERT1	0.438896393857538	1.0	0.244340577447032	1.0	-0.213933393805522	1.0	-0.0836477571357843	1.0
ENSG00000113194	FAF2	-0.0315067145847108	1.0	0.0019065062451524	1.0	-0.0128192407182848	1.0	-0.0235937652703395	1.0
ENSG00000113209	PCDHB5	0.128831166272292	1.0	-1.57850831051754	1.0	-0.343659634369588	1.0	-0.772952687277886	1.0
ENSG00000113211	PCDHB6	-0.005587052353416	1.0	-0.73336180163192	1.0	-0.405785870017962	1.0	-0.326618350870991	1.0
ENSG00000113231	PDE8B	-0.499958609101732	1.0	0.524072715357075	1.0	-0.207743706090483	1.0	-0.202150541717753	1.0
ENSG00000113240	CLK4	-0.419158289092822	1.0	-0.123585848973907	1.0	0.0099421402628996	1.0	0.119486675609977	1.0
ENSG00000113269	RNF130	-0.249281776785941	1.0	-0.514578875148112	1.0	-0.112700580609609	1.0	-0.277544009504217	1.0
ENSG00000113272	THG1L	-0.576424293233346	1.0	-0.229748869062154	1.0	-0.104012207831162	1.0	0.0140803311394162	1.0
ENSG00000113273	ARSB	1.13733324673444	1.0	0.274694192045882	1.0	-0.127320406324837	1.0	0.253177016529052	1.0
ENSG00000113282	CLINT1	0.0624080975358403	1.0	0.253045337737685	1.0	0.0953462572099717	1.0	-0.100535427156953	1.0
ENSG00000113300	CNOT6	0.76473595237749	1.0	-0.113915202273343	1.0	-0.088500476485013	1.0	0.0241163416515553	1.0
ENSG00000113312	TTC1	0.293027012275434	1.0	-0.353649276074774	1.0	0.0198869534058295	1.0	-0.0014078213420898	1.0
ENSG00000113318	MSH3	-0.0377619399961171	1.0	-0.446668524772146	1.0	0.241651244685342	1.0	0.288443837430067	1.0
ENSG00000113327	GABRG2	-0.230554947525974	1.0	-0.120682763132372	1.0	0.0873486711175286	1.0	-0.319956252594483	1.0
ENSG00000113328	CCNG1	-0.0234125802738561	1.0	-0.67706213728268	1.0	-0.0836237987227104	1.0	-0.0999118634188028	1.0
ENSG00000113356	POLR3G	1.19184366733338	0.782365606840451	1.17447013100259	1.0	0.152961117848993	1.0	-0.0239955331259294	1.0
ENSG00000113360	DROSHA	0.394090887706716	1.0	-0.326588072092931	1.0	-0.139940089003979	1.0	-0.0490432582485019	1.0
ENSG00000113368	LMNB1	1.72579548951287	3.08302947771213e-06	-0.426615544827209	1.0	-0.169167424178972	1.0	-0.195876621651471	1.0
ENSG00000113369	ARRDC3	-1.80465495153497	0.0002373534252834	-0.417678291458822	1.0	0.285614577174428	1.0	0.349353949205866	1.0
ENSG00000113384	GOLPH3	0.463715299335507	1.0	0.188475802528296	1.0	0.156205923666367	1.0	0.0350626629456023	1.0
ENSG00000113387	SUB1	0.159209227839053	1.0	-0.0002699630128049	1.0	0.0440093465554341	1.0	0.0352147879452751	1.0
ENSG00000113389	NPR3	-0.546679493720097	1.0	-1.22479617317106	1.0	0.473010899491722	1.0	0.507331500349528	1.0
ENSG00000113391	FAM172A	-0.119789945941074	1.0	-0.586846788282437	1.0	-0.274768693442448	1.0	0.0029693040149405	1.0
ENSG00000113407	TARS1	-0.669935544047766	1.0	-0.258211432835413	1.0	-0.191622846689258	1.0	-0.245175041474489	1.0
ENSG00000113441	LNPEP	0.0780888571759544	1.0	0.375243074455033	1.0	-0.0204820982847043	1.0	-0.0152612617018004	1.0
ENSG00000113448	PDE4D	-0.999844002296095	1.0	-0.534528267303073	1.0	0.426824630184679	1.0	-0.232623080451268	1.0
ENSG00000113456	RAD1	0.0301414308633001	1.0	-0.0237512447212342	1.0	0.335891039627144	1.0	0.248914875595552	1.0
ENSG00000113460	BRIX1	0.722076706279609	1.0	0.0884721104865225	1.0	0.069993273484795	1.0	0.0330877502507896	1.0
ENSG00000113504	SLC12A7	-0.0120618676821822	1.0	0.706721168517475	1.0	0.0586873085285564	1.0	0.211894267437144	1.0
ENSG00000113522	RAD50	-0.511788506362764	1.0	0.21807155045873	1.0	-0.0642449913625596	1.0	-0.111399138575217	1.0
ENSG00000113552	GNPDA1	-0.139762346422311	1.0	0.423575980354143	1.0	-0.111178738232087	1.0	0.0929851695979194	1.0
ENSG00000113558	SKP1	0.391803576646359	1.0	-0.0546031187075533	1.0	-0.0077569418646108	1.0	0.0120584017290106	1.0
ENSG00000113569	NUP155	0.207072513239575	1.0	-0.360421699560078	1.0	-0.0647075668953638	1.0	-0.0274401978979038	1.0
ENSG00000113575	PPP2CA	0.390674389888797	1.0	0.196749054860986	1.0	0.153762926676647	1.0	0.125311414551192	1.0
ENSG00000113580	NR3C1	-0.390826657051534	1.0	-0.0324217250355439	1.0	0.18602554388159	1.0	0.222565548595979	1.0
ENSG00000113583	C5orf15	-0.145830555919146	1.0	-0.307515070056008	1.0	-0.111519291621073	1.0	-0.139020407369202	1.0
ENSG00000113593	PPWD1	0.588026387375082	1.0	0.0427383997441781	1.0	-0.115107234652712	1.0	0.0036397973403028	1.0
ENSG00000113594	LIFR	-0.268418786393911	1.0	0.0732719196149603	1.0	-0.481485878859486	1.0	-0.47588505998559	1.0
ENSG00000113595	TRIM23	-0.46618706034898	1.0	-0.195519498409078	1.0	-0.018675530929734	1.0	-0.0219642429622882	1.0
ENSG00000113597	TRAPPC13	-0.231692189392803	1.0	0.0497484696285264	1.0	0.177557712190198	1.0	-0.0472419484534417	1.0
ENSG00000113615	SEC24A	-0.563635775283654	1.0	0.194846273844425	1.0	0.326908579166922	1.0	0.148341978618077	1.0
ENSG00000113621	TXNDC15	-0.447765284886943	1.0	0.234501253255526	1.0	-0.132250524039966	1.0	-0.0187351352650307	1.0
ENSG00000113638	TTC33	-0.84667285538244	1.0	0.0743415964227818	1.0	-0.466748557634822	1.0	-0.216714030198409	1.0
ENSG00000113643	RARS1	0.471727855001285	1.0	0.0082387530462142	1.0	0.0117215738339276	1.0	-0.0751950823417822	1.0
ENSG00000113645	WWC1	1.59729795956609	9.11788914540651e-05	0.820381611810141	1.0	-0.0949812603331237	1.0	-0.105043044264838	1.0
ENSG00000113648	MACROH2A1	1.20220146728735	0.195705380805558	0.381119443276314	1.0	0.224879488480395	1.0	0.212479803442505	1.0
ENSG00000113649	TCERG1	0.949741014870288	1.0	0.0520625798917624	1.0	0.0422519787305857	1.0	-0.0526756491128424	1.0
ENSG00000113658	SMAD5	0.143017470921996	1.0	0.19085974489424	1.0	-0.121177877419617	1.0	-0.0613563903240522	1.0
ENSG00000113712	CSNK1A1	-0.185480126560213	1.0	-0.105773407636509	1.0	0.0946331390374642	1.0	0.103724865606832	1.0
ENSG00000113716	HMGXB3	0.152717200259426	1.0	-0.0506875996829113	1.0	0.100445708838537	1.0	0.282469794606118	1.0
ENSG00000113719	ERGIC1	-0.014466887826651	1.0	0.144433640514703	1.0	-0.194847538782312	1.0	-0.228885369712428	1.0
ENSG00000113721	PDGFRB	-3.70250526709122	0.00055255953775	-2.66363389405388	0.0756287693775612	-0.722989354751485	1.0	-0.867752761755483	1.0
ENSG00000113732	ATP6V0E1	0.501405374171449	1.0	-0.171235478939019	1.0	0.0501918515124586	1.0	0.0607984971365445	1.0
ENSG00000113734	BNIP1	-0.632583435476593	1.0	-0.341986062153597	1.0	0.11816631714463	1.0	0.123942661221475	1.0
ENSG00000113739	STC2	-3.17888200877866	0.003507475007799	-0.284387236913393	1.0	-0.253124867847326	1.0	-0.125161081246089	1.0
ENSG00000113742	CPEB4	-0.624133833918982	1.0	0.541309093497327	1.0	0.0823471077200564	1.0	0.254098996558721	1.0
ENSG00000113758	DBN1	0.301421153791667	1.0	0.274139090685568	1.0	0.124922098776618	1.0	0.0457234961421769	1.0
ENSG00000113761	ZNF346	0.386413680922382	1.0	0.527214287039988	1.0	0.0018463276646425	1.0	0.169423938725899	1.0
ENSG00000113790	EHHADH	-1.89408568910893	0.286210060654564	-1.12108314849064	1.0	-1.17212240437987	1.0	-0.154303114758521	1.0
ENSG00000113810	SMC4	-0.179459430358803	1.0	-0.176773001082784	1.0	-0.0289598729844087	1.0	-0.166092536109058	1.0
ENSG00000113811	SELENOK	-0.0361279398114336	1.0	0.501109218425822	1.0	0.299236549377759	1.0	0.29823964585801	1.0
ENSG00000113812	ACTR8	0.0884359335767817	1.0	-0.38009139908316	1.0	-0.135437889000286	1.0	-0.0729118381376415	1.0
ENSG00000113838	TBCCD1	0.153380812144315	1.0	-0.242348641539744	1.0	-0.387998148185558	1.0	-0.36153971540695	1.0
ENSG00000113845	TIMMDC1	-0.250823777628134	1.0	-0.0898883840711697	1.0	-0.129034214350196	1.0	-0.123244288235747	1.0
ENSG00000113851	CRBN	-0.768883115231382	1.0	-0.499168846275125	1.0	-0.176948511950243	1.0	-0.134361964132384	1.0
ENSG00000113916	BCL6	-0.715208277124442	1.0	-0.278592120238667	1.0	0.247196697288188	1.0	0.465052661882059	1.0
ENSG00000113966	ARL6	0.288406301845262	1.0	-0.924692335951447	1.0	-0.0133729342127755	1.0	0.12877795998628	1.0
ENSG00000113971	NPHP3	-0.448760569699999	1.0	0.228545318858671	1.0	0.116191766972531	1.0	0.33124566479614	1.0
ENSG00000114019	AMOTL2	-0.112797584601584	1.0	-0.0923460089523669	1.0	-0.907874930607287	1.0	-0.545969895997155	1.0
ENSG00000114021	NIT2	0.225612842060438	1.0	0.506111520324719	1.0	-0.0368378628599979	1.0	0.0022806225505265	1.0
ENSG00000114023	FAM162A	0.186814126845542	1.0	-0.460075830868503	1.0	0.104107547480367	1.0	0.0492139238887725	1.0
ENSG00000114026	OGG1	-0.216130021332016	1.0	-0.113237252684781	1.0	-0.354836089900213	1.0	-0.235165427971446	1.0
